pecha_id,batch,ann_id,raw_start,raw_end,start,end,action,dropped,reason
I07240379,new,5826dc6010b94eaea73d136e856fa4c1,1090,1112,1090,1112,keep,False,
I07240379,new,ee88006b7af34fa79e4b1af8904e89c5,1114,1154,1114,1154,keep,False,
I07240379,new,d694b311bcae474d85adc9fc7a07ef29,1156,1170,1156,1170,keep,False,
I07240379,new,d2d393868aa14e8a87a49a45f82c8769,1172,1185,1172,1185,keep,False,
I07240379,new,0cddc1f8804048ea8caafe91f21ae94e,1187,1199,1187,1199,keep,False,
I07240379,new,ebf5671e12c7489982b15ded354b3266,1201,1226,1201,1226,keep,False,
I07240379,new,a1479e18f01a4e4b85f3695d1ec4ae71,1228,1282,1228,1282,keep,False,
I07240379,new,f4265f4473b8411baa3f45f671c695e4,1284,1304,1284,1304,keep,False,
I07240379,new,9b24fb94478a4d8ebd402dbc7a806c47,1306,1341,1306,1341,keep,False,
I07240379,new,5cd00d0836af4dfbaf703db2e54fad67,1343,1367,1343,1367,keep,False,
I07240379,new,f0f765eed4ea4e67a1933cdaf495ee81,1369,1376,1369,1376,keep,False,
I07240379,new,b02277ae69f042b5910a4df7fe17e0ea,1378,1388,1378,1388,keep,False,
I07240379,new,01ba42b32bba4a7f82701875d8562531,1390,1398,1390,1398,keep,False,
I07240379,new,6f22b0e2c31e4c168d122de08ea3a334,1400,1416,1400,1416,keep,False,
I07240379,new,553d8a93c84b47d4a790d4f723a4a022,1418,1447,1418,1447,keep,False,
I07240379,new,a296877010c449c09eab5251efea23e4,1449,1479,1449,1479,keep,False,
I07240379,new,08cbb5c9e1fa4326939c208533a91295,1481,1507,1481,1507,keep,False,
I07240379,new,a7d86c1883774ee59f7eb69e15db872f,1509,1538,1509,1538,keep,False,
I07240379,new,aaef7378ef8a40908ea2da5c688a1f40,1540,1569,1540,1569,keep,False,
I07240379,new,6ca3008d7f584e24852a3118dd71e9ca,1571,1599,1571,1599,keep,False,
I07240379,new,09215f3153c54ca5b9b26a4cf582afd8,1601,1646,1601,1646,keep,False,
I07240379,new,3cdb48746b144787aad312f09925d4ff,1648,1674,1648,1674,keep,False,
I07240379,new,d0705063ad6a4c49b67999db2d01374d,1676,1720,1676,1720,keep,False,
I07240379,new,b3a7e93f2c8843e58163c37ffc04268f,1722,1745,1722,1745,keep,False,
I07240379,new,0fac6ffd3d3b446b94c9e03371c27c2f,1747,1769,1747,1769,keep,False,
I07240379,new,20dff60bcb304a9dbf869924c1c5ca2b,1771,1820,1771,1820,keep,False,
I07240379,new,9922cee5f6134627800d7a6e584b6d1b,1822,1861,1822,1861,keep,False,
I07240379,new,a3f9afa9ec4b4c749a592a863a4efad4,1863,1910,1863,1910,keep,False,
I07240379,new,7dc4de07d3384b39801918be7eff855d,1912,1945,1912,1945,keep,False,
I07240379,new,0110f794f8a3437fa418fd6f1cb03a19,1947,1963,1947,1963,keep,False,
I07240379,new,68b9ed16e1a0404d97e9983f5b3ffcfd,1965,1982,1965,1982,keep,False,
I07240379,new,7888e3aada21474492eafb1961a66575,1984,2001,1984,2001,keep,False,
I07240379,new,c64c277b8a8542559656b9191c00be11,2003,2016,2003,2016,keep,False,
I07240379,new,e2019a678dd443a98381b84890eefea3,2018,2031,2018,2031,keep,False,
I07240379,new,99c5d7d3b8094d3bbf01bed2a813a190,2033,2083,2033,2083,keep,False,
I07240379,new,cfc2a1da2ecd49a0a97c24626d88964a,2085,2111,2085,2111,keep,False,
I07240379,new,759f0ecab44a4a6c961e167da0370951,2113,2141,2113,2141,keep,False,
I07240379,new,852558f4d39447098c3376e6228469c9,2143,2166,2143,2166,keep,False,
I07240379,new,00ee7f5cd45b431fa29d7d5bad81bf4f,2168,2187,2168,2187,keep,False,
I07240379,new,7ad54c479d154c02a69d238b23df96fe,2189,2226,2189,2226,keep,False,
I07240379,new,5a5a173282404ef68dc94a877537e5c9,2228,2252,2228,2252,keep,False,
I07240379,new,b8e278980df34c45886aee767ea5ea37,2254,2279,2254,2279,keep,False,
I07240379,new,7663fe0f269d411d9343e292d17ecb7f,2281,2307,2281,2307,keep,False,
I07240379,new,913ece1ffc0b495798a4a4356d54373d,2309,2380,2309,2380,keep,False,
I07240379,new,8056145cd85741c793802f61db571149,2382,2409,2382,2409,keep,False,
I07240379,new,c5b77f7fb06a49cda29c314bb16af3a4,2411,2442,2411,2442,keep,False,
I07240379,new,63f28ab094514b33a892110b0175f377,2444,2480,2444,2480,keep,False,
I07240379,new,e44c6c1c143c47218732c5ab0e7245ed,2482,2529,2482,2529,keep,False,
I07240379,new,511adb069edd4fdcbaec70424bfb48c8,2531,2587,2531,2587,keep,False,
I07240379,new,d3027b61acd643a5a2e95b70bf995b6e,2589,2634,2589,2634,keep,False,
I07240379,new,ac6d9194671b4dac9917e616b0774260,2636,2677,2636,2677,keep,False,
I07240379,new,eb3e0eec0f49455f839adaa8134533a6,2679,2707,2679,2707,keep,False,
I07240379,new,d9d47ffd723546dd9d59bff0fb9e47a1,2709,2737,2709,2737,keep,False,
I07240379,new,2469b8d4a97d476086c9adc87f262a98,2739,2771,2739,2771,keep,False,
I07240379,new,01347386e0f44e4cad699ded7a0f82e7,2773,2800,2773,2800,keep,False,
I07240379,new,2ba01185565c45d197765a500d366769,2802,2864,2802,2864,keep,False,
I07240379,new,fe4427201add465a8ba71d10b9e75ae9,2866,2899,2866,2899,keep,False,
I07240379,new,9ca7f5e89aaf426d8c8ec4ec07019528,2901,2944,2901,2944,keep,False,
I07240379,new,bb63fbefed194e9e8d25d63c910f39c9,2946,2968,2946,2968,keep,False,
I07240379,new,227b3aac8b9a438d90aebbc0701c6d92,2970,2999,2970,2999,keep,False,
I07240379,new,1add449fae0d4050b36558e98badce9a,3001,3019,3001,3019,keep,False,
I07240379,new,5a0f4c48864549939c9976d84233a8b9,20470,20706,20470,20706,keep,False,
I07240379,new,fb2515343deb4091b3e7cc9ecec848b2,22363,22411,22363,22411,keep,False,
I07240379,new,4bebabeac0084f56b50e5970bc989eeb,23411,23432,23411,23432,keep,False,
I07240379,new,411c9848fb3145f0bd7f4ae9e3b9a376,24385,24405,24385,24405,keep,False,
I07240379,new,fda5d6e982cc4ff28ff2f4ed7835173c,26464,26530,26464,26530,keep,False,
I07240379,new,b496b4d1d2d84483a86c0973d1fc0c0d,28831,29093,28831,29093,keep,False,
I07240379,new,e0160960712d415392f0ef7e73ff68a5,29095,29122,29095,29122,keep,False,
I07240379,new,e66b7ed86fa346c78f95e5e8a7a74d07,29849,29892,29849,29892,keep,False,
I07240379,new,ac0837f0dc134d32b5124d86b220fc6e,31779,31856,31779,31856,keep,False,
I07240379,new,5cb2db847f0b4998a70a29249e7c7325,32070,32088,32070,32088,keep,False,
I07240379,new,f2f6a7d16a9049ee82ea17a2e425f726,32822,32838,32822,32838,keep,False,
I07240379,new,07127e5860984d85bc8fe8ef5ff31c24,33961,33977,33961,33977,keep,False,
I07240379,new,b8161b3eee894b94a3eb528f74a233b7,34312,34544,34312,34544,keep,False,
I07240379,new,114d4c6e661545ed89acaa1e8a0a8d43,34546,34587,34546,34587,keep,False,
I07240379,new,848ccb1fca214ebf9e6d28773254500a,36002,36040,36002,36040,keep,False,
I07240379,new,d224c3498e754874aa0aa906070701ae,37126,37160,37126,37160,keep,False,
I07240379,new,084b0358cf324194bf4ee8dc325ff308,38091,38127,38091,38127,keep,False,
I07240379,new,4157b49fc308495a99445743bc4df438,38899,38934,38899,38934,keep,False,
I07240379,new,8586496837b14095a487b05a7d7f5e7c,39670,39706,39670,39706,keep,False,
I07240379,new,a977acea4607488bb3327fe2fa8078b1,40306,40359,40306,40359,keep,False,
I07240379,new,05a0dc6e443f4c3e9122dce3e927f516,40906,40950,40906,40950,keep,False,
I07240379,new,3e832dd728c645439162fb0fc4496538,41210,41261,41210,41261,keep,False,
I07240379,new,60805ca7d9964ba1be42dfd72f5e9b72,42448,42578,42448,42578,keep,False,
I07240379,new,a98cf82c61254f24a4de8270dbe3741b,42580,42610,42580,42610,keep,False,
I07240379,new,eeaae2865ba64845b0026b43cb1ef482,43392,43565,43392,43565,keep,False,
I07240379,new,4b46a5308b9a4aaca233b50e6a8a2814,43567,44736,43567,44736,keep,False,
I07240379,new,437c157598374fcc9d1f6dbaf64fe7d4,44738,44785,44738,44785,keep,False,
I07240379,new,7b4faf33147a428289194952d29785ec,45677,45732,45677,45732,keep,False,
I07240379,new,28485a02fdd24a3aaffefdcc34b71ac6,46708,46748,46708,46748,keep,False,
I07240379,new,3fa80baac26143098729f32379263ca0,47588,47619,47588,47619,keep,False,
I07240379,new,865a5d815e46450ebfaaafd9eb0cd773,49319,49426,49319,49426,keep,False,
I07240379,new,4d0f0966f64240d3990daba4234d0000,51080,51101,51080,51101,keep,False,
I07240379,new,47fa6d6133414c9695d69c05c65bd380,51784,51805,51784,51805,keep,False,
I07240379,new,274c990223734cf2a31abe09d28d8cf1,53919,53952,53919,53952,keep,False,
I07240379,new,dca8854666b94717ab7d816c386896c4,54621,54736,54621,54736,keep,False,
I07240379,new,e2d6daf3e42742c2b15e4d2e2460e754,55347,55371,55347,55371,keep,False,
I07240379,new,ddf33ff08c7745e3923df383eca924bc,60891,60915,60891,60915,keep,False,
I07240379,new,1cfdadfdd4594cad818d0433d45b651f,61382,61410,61382,61410,keep,False,
I07240379,new,66589c262f6c48219bd5c3f6e529929b,61527,61593,61527,61593,keep,False,
I07240379,new,36a3cf224f6f4bcb9a28047c21cdcdb5,62300,62325,62300,62325,keep,False,
I07240379,new,04a9b2e119c4478aafd93b9e1851b37d,67533,67558,67533,67558,keep,False,
I07240379,new,bf6589b97f37471bae55cecb296f501d,74674,74708,74674,74708,keep,False,
I07240379,new,e41110b2cfc44734afd7d02f4343ed93,75166,75206,75166,75206,keep,False,
I07240379,new,32faded2eb004bb3a8a89ac7161c9602,75986,76030,75986,76030,keep,False,
I07240379,new,b9e0641c21d34dc3810da372a5f831cf,80561,80615,80561,80615,keep,False,
I07240379,new,6bf44c6528f14110ab9d66ec53646d6b,117856,117891,117856,117891,keep,False,
I07240379,new,f19c4653b6814e799ba8b94e3fccd541,118750,118789,118750,118789,keep,False,
I07240379,new,e49edf5f8bed428e84999669e11c1a96,119983,120032,119983,120032,keep,False,
I07240379,new,e94678220a7b4d7caa4ab5f75f74ad38,122237,122258,122237,122258,keep,False,
I07240379,new,a53566130441418bab8dc70ee2f6b16e,123812,123845,123812,123845,keep,False,
I07ECF0AE,new,8ee7ae40d0f649bb88322f863fcf1bfd,68276,68299,68276,68299,keep,False,
I07ECF0AE,new,c2f3185c8211411a97a7a07c3cb2028b,68301,68329,68301,68329,keep,False,
I07ECF0AE,new,7df235fd5ee049f9be3ece11c74ca28a,68331,68363,68331,68363,keep,False,
I07ECF0AE,new,db1ca648d79b475cb5ec6ffac7668318,75362,75386,75362,75386,keep,False,
I07ECF0AE,new,76a1333b77374607ab964a1905e5c462,75388,75417,75388,75417,keep,False,
I07ECF0AE,new,83fe2756d4774cb29391e4e6d3daba1f,75419,75451,75419,75451,keep,False,
I07ECF0AE,new,3902d072c7554cd09422cfafecacdf96,92012,92039,92012,92039,keep,False,
I07ECF0AE,new,d2429561816b4824975623b165f17775,92041,92071,92041,92071,keep,False,
I07ECF0AE,new,dcf2594c68534d179477e756d6d4ad99,92073,92097,92073,92097,keep,False,
I07ECF0AE,new,8593ae309f494077941cd8c52e6d1610,92099,92131,92099,92131,keep,False,
I08405360,new,535d493e230b44adbb32ba260f1a7d86,714,1029,714,1029,keep,False,
I08405360,new,bd30310cd3dc410581a24162c0603215,1245,1314,1245,1314,keep,False,
I08405360,new,e0f9fe30eaf74788926ee13f3972bc26,1763,2106,1763,2106,keep,False,
I08405360,new,1b17e887c8d94cb695e1a8529be4c0f5,2617,2717,2617,2717,keep,False,
I08405360,new,2341f93b8c3e46ac9d5564099eae4143,2804,2968,2804,2968,keep,False,
I08405360,new,b886640d1efc45209b1dfb81e3bb0821,3775,3848,3775,3848,keep,False,
I08405360,new,5fd842c914f8477ea773e2722983bc51,6133,6696,6133,6696,keep,False,
I08405360,new,b0452a6a8ede43d497609ebcf5af5b28,6852,6949,6852,6949,keep,False,
I08405360,new,982e9a0d7c824d36943837415a1ad124,7365,7431,7365,7431,keep,False,
I08405360,new,c58aa018937b4acdb1a00c6a0e1e720e,8035,8114,8035,8114,keep,False,
I08405360,new,7253d14d062a4f61b02624f14a15b4a9,9169,9217,9169,9217,keep,False,
I08405360,new,bf652020ebbc43f5b19fd9a329bae47d,11015,11305,11015,11305,keep,False,
I08405360,new,a2a2b79b75be4508a5ddfec3d03c8550,11957,12045,11957,12045,keep,False,
I08405360,new,01d57f685aff4b86bba6fa183399163c,12464,12506,12464,12506,keep,False,
I08405360,new,3eaf3a32b41847e39d426e439c7d78cd,12666,12786,12666,12786,keep,False,
I08405360,new,ca6410c319bc4f8da33f26828aa5abde,13407,13501,13407,13501,keep,False,
I08405360,new,ac122975a23741b186e788c5821bf429,15037,15126,15037,15126,keep,False,
I08405360,new,438c8850a341457985b3a1a96da20652,15400,15482,15400,15482,keep,False,
I08405360,new,57c88571a08b4c60a8621abb9c6dc7cd,15771,15880,15771,15880,keep,False,
I08405360,new,8e9421c8ccad44c399ead2916f99dd7c,16236,16350,16236,16350,keep,False,
I08405360,new,5022450d9cb04ab8a9e5122b9d47ebdf,16742,16793,16742,16793,keep,False,
I08405360,new,487c4922873143a08db2c66a0f576219,17017,17217,17017,17217,keep,False,
I08405360,new,d40f848c08e64304b4d72c119404766c,17729,17873,17729,17873,keep,False,
I08405360,new,5763fe0116a04145b296fc1081320dcf,18603,18632,18603,18632,keep,False,
I08405360,new,01f7cb3c3c9a435ab7cc0d3bbc349c51,18772,18795,18772,18795,keep,False,
I08405360,new,7767557bd4e74bb9b2c7ecde975fcdf3,19212,19389,19212,19389,keep,False,
I08405360,new,9a9cf2de9208489f8f14f28db509091e,19422,19519,19422,19519,keep,False,
I08405360,new,3b8b7afccba84f67a454ea6abe803980,20189,20280,20189,20280,keep,False,
I08405360,new,1237ac1e713e46f9ac2ac8afcea1ff0b,20337,20461,20337,20461,keep,False,
I08405360,new,c01c84aec716421ba629bca7afa24565,20611,20735,20611,20735,keep,False,
I08405360,new,63fd075922564291aaeba4348896c8fd,20949,20984,20949,20984,keep,False,
I08405360,new,5e9f1d5a51ef4587b80a90a32c3a39c6,21098,21161,21098,21161,keep,False,
I08405360,new,2e113b8113d847d789b8a50c7da525de,22310,22369,22310,22369,keep,False,
I08405360,new,eb8590f7e81b4ee1afeb7b4c5b76a3ff,22469,22521,22469,22521,keep,False,
I08405360,new,4e8badc371ac4b279570010346e08303,22558,22613,22558,22613,keep,False,
I08405360,new,c85de17db5e8473e8c43d7d63d8d2f05,22732,22749,22732,22749,keep,False,
I08405360,new,512cf604bee9448db59834494a1c34e6,23663,23947,23663,23947,keep,False,
I08405360,new,a71b3e97322f4c0cad8afcfbe44da5f7,24919,24974,24919,24974,keep,False,
I08405360,new,3c75469f98b74e228473901bf7460b4c,25856,26078,25856,26078,keep,False,
I08405360,new,5795289cae3340d6bb8bd53e973b8228,26579,26711,26579,26711,keep,False,
I08405360,new,cc307ec8e2564ee184947e3139565b8e,27572,27674,27572,27674,keep,False,
I08405360,new,c7071f3c7bbb4231bf3882eaad2bd508,29175,29286,29175,29286,keep,False,
I08405360,new,ce15c8eb18dd49c7a13f43119fe2052a,30887,30978,30887,30978,keep,False,
I08405360,new,b3a9f6d983314e589298d3bc7dea8518,31201,31308,31201,31308,keep,False,
I08405360,new,f925ff3b00f3433eaaf358100f5a3d33,34813,34836,34813,34836,keep,False,
I08405360,new,57939eef77214a9fac2e285ca31093ad,35760,35777,35760,35777,keep,False,
I08405360,new,b9a5d53838c44c0798d1a773b1a75da9,36110,36132,36110,36132,keep,False,
I08405360,new,72700cc10f574b1cb3b04a43601b870f,36484,36593,36484,36593,keep,False,
I08405360,new,d530403f914d46c6ad5df34ba2278ec0,36894,37053,36894,37053,keep,False,
I08405360,new,ba3677e6dbcb4befb137985309296ecc,37294,37395,37294,37395,keep,False,
I08405360,new,a6b2fa74e8704c7499a784382a192a65,37544,37634,37544,37634,keep,False,
I08405360,new,01f5b9f05bf84ff8bef6820fffcada9a,39995,40112,39995,40112,keep,False,
I08405360,new,7f2643304f2c47a0ba8c828ccc4e8aa0,40494,40576,40494,40576,keep,False,
I08405360,new,3c09700be598484cafb2f009393a2cf1,41579,41679,41579,41679,keep,False,
I08405360,new,05669110995443a3be8b13b14fade532,46036,46182,46036,46182,keep,False,
I08405360,new,df055c2db97546caab84313970a127c8,46254,46342,46254,46342,keep,False,
I08405360,new,37956b9059e245758ebc554d4169d038,46583,46703,46583,46703,keep,False,
I08405360,new,2ce69c58d1d54ecca4b65b64102ccf65,47034,47144,47034,47144,keep,False,
I08405360,new,5e4bedc19077451a9217c3c3a495b9e4,47353,47443,47353,47443,keep,False,
I08405360,new,ec46307f379e4e9bb16a85fedafbf59f,47889,47966,47889,47966,keep,False,
I08405360,new,f6b5d61767574ec9b400815e926a5bfd,48332,48413,48332,48413,keep,False,
I08405360,new,e33bcba443f74b148b17ce5c45c92e4a,48746,48902,48746,48902,keep,False,
I08405360,new,7d50e346a4fc4e77a70729ecd1095e11,54574,54814,54574,54814,keep,False,
I08405360,new,d1980adca1cf452983b856749967d3c7,56012,56158,56012,56158,keep,False,
I08405360,new,f0360468c73a4a988b28467353684f4a,58333,58415,58333,58415,keep,False,
I08405360,new,e1bacc5da2104e88afecbcd662c3df4f,58512,58623,58512,58623,keep,False,
I08405360,new,7289587bfc4140d5baf7b3d923701995,60275,60353,60275,60353,keep,False,
I08405360,new,35a6dd8505e94666b6b45afeb463cfdb,60908,61009,60908,61009,keep,False,
I08405360,new,17f81ae7f7a64ba59627fd342b9da8fd,61077,61168,61077,61168,keep,False,
I08405360,new,d5a03b130ec34be5af16cb7d334d938b,61245,61494,61245,61494,keep,False,
I08405360,new,c1ca998132344683aafbdb0fe6573c06,61863,61946,61863,61946,keep,False,
I08405360,new,a43a1e2e578f416aab522a9ebd539cdf,62042,62131,62042,62131,keep,False,
I08405360,new,e7f26600d65a4ed9ba2d2e9b8538705b,62185,62350,62185,62350,keep,False,
I08405360,new,b4f51b659b0c459097860f50f37b66ab,63398,63455,63398,63455,keep,False,
I08405360,new,217745de7c4344979a190fa5a9c6377b,63557,63665,63557,63665,keep,False,
I08405360,new,0649eff9148e4b858cd8c7912925967b,64548,64690,64548,64690,keep,False,
I08405360,new,bed8b5d76cd94022b26880b4ae348ff8,65623,65804,65623,65804,keep,False,
I08405360,new,37af196f79c64b16b67dc97620910b6b,67188,67430,67188,67430,keep,False,
I08405360,new,520ebfbc3e1a4ed491b3ab01cfe516ec,69183,69315,69183,69315,keep,False,
I08405360,new,16dec4c5de234ef7aeafa288e27a6098,69741,69952,69741,69952,keep,False,
I08405360,new,1963bfd4f1d041759af574ba0c2d6249,70884,70972,70884,70972,keep,False,
I08405360,new,93fddb74b7664202a76cf3ce41071051,71785,71829,71785,71829,keep,False,
